"Anonymous","“
Only thing worse than being a Natwest customer must be admitting that you're a Natwest employee
”","1","Posted 1 day ago"
"Anonymous","“
I've only given them one star because I can't give zero. They sent over £2000 ponds of my money to the wrong account, and have done nothing to attempt to get it back apart from blaming the other bank. I've proved that it's not the other banks fault at least once but there's still no attempt to address the issue-although I have found out through an online article that they have 'beefed up' their security systems so it can't happen to other people while simultaneously denying they did anything wrong!!
”","1","Posted 1 year ago"
"Anonymous","“
I have been waiting 3h+ and counting on their customer waiting line for fraud prevention (they blocked a payment I made without informing me and now i have to wait forever to tell them its ok to pay)
Their customer service is absolutely pathetic
I was transfered twice to different departments even though I clearly explained what the problem is.
I have been on the phone for 3h + to speak to someone and waiting.
Really pissing me off now
”","1","Posted 1 year ago"
"Anonymous","“
Their website and apps are not fit for purpose. Links don't work, emails don't arrive, text messages don't have links that work with certain browsers. Do yourself a favour and steer well clear. They don't provide a business relationship manager unless your turnover is £2 million so there's noone to help with anything.
”","1","Posted 1 year ago"
"Anonymous","“
After banking with NatWest for over 5 years, I've recently had my account closed down overnight without doing anything wrong or given any explanation, only that they consider that i have broken their terms and conditions which i haven't. All my funds have been withheld and are being withheld by the bank for up to 60 days. After carefully reading the bank's terms and conditions, i am 110% sure i have not broken any, definitely NOT committed any fraud (reason why bank can withhold funds for up to 60 days). After being told that my account was closed by going in branch and speaking with the account closure team a couple of times. I find out today that my account is still active and receives funds although i have no access to it or to any funds on it. I've asked for my bank statements up until the account closure so i know the exact amount i'm supposed to get back as all my salary and any kind of funds are stuck there, today after speaking with the Account closure team, i find out that i only have around 600£ out of 3183£ but why i ask, the answer being that its maybe related to the to the personal loan i have taken out and the credit card money i owe , mentioning that i have paid money in my credit card account and last time i've spoken to the closure team i have been instructed to arrange a standing order just a few days before the normal paying date on my new bank account(with another bank) to pay back the money i owe in instalments as i did until now. The bank has taken the liberty of paying off the loan and credit card apparently out of my funds without my consent and without me knowing. I cant believe this has happened and i don't see how this can be legal, it is my money and the decision to close down my account was not mine and i have not done anything wrong. I dont understand how an institution so big can commit such acts and take money from me without my consent. For anyone reading, please do not open an account with this SHADY BANK!!!!
”","1","Posted 1 year ago"
"Mark B","“
So awful I moved to Santander, which is far better.
”","1","Posted 1 year ago"
"James","“
I have a reward account which I use via the app and online banking. They are absolutely useless and I'm so stressed and embarrased because of them. Trying to make a reasonably large payment is just a nightmare. Their security system is not fit for purpose. It is almost impossible to make payments. I have been trying to pay an invoice for 3 days now. Currently on phone to them for 1 hour and 45 minutes. Changing banks asap will never ever use these jokers again.
”","1","Posted 1 year ago"
"M R","“
NatWest Bank - Disgrace, shame on you, excuse for a bank. Taking my business elsewhere !
Treating new potential customers like rubbish ! My account application was denied.
I submitted ALL required documents, including id, proof of address, bank statement from another UK bank. My application went through and yesterday I even got a confirmation that my account is approved and card is on its way. Today however I got another follow emailsaying my application was declined giving no reasons but general quote of credit check. I didn't apply for a credit account or credit card but a debit account and debit card, so I don't see how any of that has an impact on opening an account.
”","1","Posted 1 year ago"
"Maz","“
Have been a customer over 40yrs, awfull service. I wanted to transfer money to my son,s account. They no longer do that I was told, I need online banking so I can do it myself ,I also need a i phone, and they would set it up for me to do myself. What do they do, if we are all doing it ourselves? I am 72 i don't want a computer or a i phone, thats why I have a bank !! Time to change banks.
”","5","Posted 1 year ago"
"Pritesh Patel","“
I have complained to them over and over again and they have never once investigated. I have highlighted a number of failures with their staff, processes and they have made promises. On the back of that they send totally vague emails dismissing my complaint but without ever having checked out anything I have highlighted. If they had they would list out the complaint and they would say what their findings were.
Their service is appalling and I pay them for the privilege by the way with annual fees and all my families money in their bank. It’s disgusting how they treat people and they are purposefully obstructive. The regulators have to do something serious with them. Other customers have to be experiencing the same games NatWest play.
”","1","Posted 1 year ago"
"Anonymous","“
Useless bank in every single way. Avoid if you can
”","1","Posted 1 year ago"
"Cathy","“
My elderly mum lost her debit card this morning. Brad on the helpline was absolutely fantastic with her, he obviously grasped the fact that she was struggling to remember the answers to simple questions and was really patient with her. Thanks Brad, 5 star customer service.
”","5","Posted 1 year ago"
"Anonymous","“
Met by a loud mouth at entrance, waited 50 mins which had then gone over my lunch break, only 1 person at counter , with a big q , 5 other members of staff , waiting in the middle chatting , doing abs nothing.
”","1","Posted 1 year ago"
"Matt","“
Tried to pay a cheque into the London Bridge branch on Southwark St....No chance! Long queue outside (big contrast with adjacent HSBC and Barclays). Plain obvious this taxpayer-owned shambles is using Covid19 as an excuse to cut jobs & reduce high Street presence. Shame on you Natwest - you used to be a pleasure to bank with.
”","1","Posted 1 year ago"
"Ellie","“
Rang the helpline - it suggested that I use ring back. I did, and having waited for the ring back I was left hanging on the line with no messages, no idea of how much longer to wait- hung on 10 minutes and gave up. Tried the app, shows a different card to the one I have, so could not manage any changes on there. Tried phoning again, same problem with ring back - no one actually there. Gave up. Not been able to request new PIN. Wasted over an hour getting nowhere.
”","1","Posted 1 year ago"
"Alexandra","“
Natwest has closed my account without any notice and I'm unable to access my money. Just by text saying they cannot discuss it by phone nor in the branch and that I will receive a letter with the next steps, also saying the letter might take longer to receive. Seeing other reviews and news articles I see it can take up to 60 days to be refunded after you fill in a form. Luckily I didn't have all my savings there I transfered some money from my salary account monthly, but can't believe they could do such a thing and leave people without their money and no explanation. My partner was also from Natwest and has removed all his money and will be closing his account.
”","1","Posted 1 year ago"
"Mark","“
I've banked with NatWest for over thirty years. In the last few years customer service has been non existent, the bank has gone totally downhill.
Applied for Business ac (which I've had previously) was told 7-10 working days two months (42 working days) later nothing, just excuses!
Hours to answer the phone (then cut you off) weeks to reply to email, months to open accounts. Shocking ! Do your self a favour bank elsewhere, anywhere except NatWest, they are not the bank they use to be!
Sign of the times when you need to treat banks like utility companies and shop around swap and change, unfortunately loyalty means nothing and now is actually penalised.
I'm trying to change to HSBC and NatWest are making it as difficult as possible!
”","1","Posted 1 year ago"
"Derek","“
the worst bank that can be closing accounts for no reason and keeps money for months. And not only did this to me, only thousands of people
”","1","Posted 1 year ago"
"Anonymous","“
NatWest business are full of wrong information and false promises! They are an utter joke! Please do not use this bank if you can call them that! Will be changing personal and business banking and never use again!!!
”","1","Posted 1 year ago"
"Anonymous","“
Absolutely disgusted. I am a nurse who has been off sick due to pressures of coronavirus.my pay has dropped so I asked for a two month loan holiday. This amounts to 236 pounds and was refused. Been anat west customer for years and was made to feel like I was going something illegal. Will be changing my bank. So much for your adverts and offer if help.
”","1","Posted 1 year ago"
"Anonymous","“
Online chat support is utterly useless.
Clearly a robot that doesn’t understand questions
”","1","Posted 1 year ago"
"Will Burke","“
Terrible service, mad queues, and currently I have just passed ONE HOUR on hold waiting for the fraud prevention team. Also I went into the bank the other day after trying to get through and they sent me back home to wait on the phone. That was a few days ago and I have still not got through, now I have a SECOND fraudulent amount on my account and it is still impossible to get any help whatsoever, so they are literally just having a field day with my money whilst natwest does zero. I am using this time in the queues to write this review and next I am going to move my account to starling bank. F the high street banks.
”","1","Posted 1 year ago"
"Anonymous","“
Most horrible service ever! Waited almost 2 hours in the queue, 3 people managed the queue plus a security guard and ably two people were serving
”","1","Posted 1 year ago"
"Anonymous","“
Leigh, a customer service agent was very helpful, very polite and straightforward. I highly appreciate her and would like to thank her for sorting out an issue I was facing. Thank you Leigh!
”","5","Posted 1 year ago"
"Jason Brown","“
Terrible Bank! Tried to port my mortgage to another property. It's the same borrowing, same repayment, same LTV, same repayment term and they wont accept it. Said they dont accept furlough payments as proof of income from my PAYE job. And they also will not accept my self employed earnings as I have less than 2 years books. I'm only trying to move house.
When they tell you it's easy online and over the phone they are lying. You have to do a complete new mortgage application and prove your income just to move house.
I'm now forced to stay in the house I am in or pay them £thousands in early redemption charges to borrow elsewhere.
I renewed my mortgage 2 months ago and specifically asked the woman, will I have a problem porting my mortgage as my house is sold, otherwise I'll have to pay the redemption charges and she said "no itll be no problem at all". Now they want the money for me to leave or I lose my buyer and my purchase.
Been with them for 32 years and had 2 problems in the last year with them. Time to move everything to another bank! They wont help me so I will not help them.
”","1","Posted 1 year ago"
"Ali","“
Poor customer service
Bad and unprofessional behaviour
Disappointing
No way to contact
”","1","Posted 1 year ago"
"John Barbara","“
Absolutely disgusted
Absolutely disgusted. No thoughts for pensioners and older people. Saying they have to make payments via direct debit or any way digitally. Many people don’t trust telephone banking and direct debits, including myself. My mother tried direct debit before and was charged extra on her gas bill. Could not get the he money back and was put into credit after a long drawn out process. Will be looking to change banks. As for the advert on tv saying they help people with this Covid crisis. Complete and Utter rubbish, false advertising. The staff there had no compassion for my mother being an 87 year old pensioner. Not a care in the world about my mothers stress levels already. Will have to take her into the bank if this issue is not resolved. To move to the co op if NatWest don’t change there policy. At the moment I really feel sorry for people banking with the Cwmbran branch in Wales. Don’t know if the attitude is the same in other branches in U.K.
”","1","Posted 1 year ago"
"Anonymous","“
worst bank evet stay away closed account out of nowhere!!!
”","1","Posted 1 year ago"
"Valentin T","“
Worst bank ever closed account out nowhere even for being a good customer!!!
”","1","Posted 1 year ago"
"Szymon Michalewski","“
They will close your account and hold your money. Visit Facebook group "NatWest closed down my account"
”","1","Posted 1 year ago"
"Anonymous","“
I went into the Marlow branch I was met with a very unhelpful staff member they were letting people in and then shouted only two in the branch, which I do understand and agree with they did have a notice outside but, you couldn’t see how many people are in the branch until you go in. I suggested they make people stay outside and only let them once someone leaves. This was met with I’m not putting myself at risk in a really aggressive tone. Didn’t seem to mind putting the public at risk we had to pass each other on the way out. Very bad customer service.
”","1","Posted 1 year ago"
"Mr M. Calver","“
Waste my time after queuing for ages and after being asked whilst in que that I wanted to change old notes in to new then to be told when in there they wont change. Will be closing all accounts and will not recommend anyone get an account with these cowboys
”","1","Posted 1 year ago"
"Anonymous","“
Have had two major issues with Natwest over the past four months one due to incompetent staff and one due to an error and almost impossible to get in touch with them to speak about it.
But, their complaints department is great, they dealt with both situations fast and with great results. All banks are assholes, but these assholes are nice about it
”","4","Posted 1 year ago"
"Elizabeth","“
I've been with the. 2 years I've put thousands through. my accounts l believe because I'm disabled l was refused an overdraft
”","1","Posted 1 year ago"
"Roy","“
I very very very very very Upset with this Natwest bank services....they closed my wifes account and i had saved all my savings in her account..Nearly 2 months back they sent a letter saying her account will be closed without even telling a reason..then we went to the bank and did all formalities to transfer the amount to mine and till now which is 25th feb 2020...no money is transfered...i had to call the customer services and waited 20 mins on hold wasting my money..the customer services advisor spoke to my wife and said wait until monday and till now no news....and in this lock down perid we are really in need of my money to bring some groceries and store so i dnt have to go to market again and again...and i have a baby aswell . So why the hell its taking so long for this bank to transfer my money...its been 2 months i guess...such a hardship i faced..i would never recommend this Natwest bank to anyone...ill tell all my friends and family to stay away from this pathetic bank called natwest...
”","1","Posted 1 year ago"
"Tim","“
Natwest said i could have a month grace on my loan because of vius they called me today and said they want that money back now 3 weeks after they told me i had a month off.
Then they told me if i couldn't pay it now they will charge higher interest on that month now i have to make 2 loan repayment in a month.
Thieves
”","1","Posted 1 year ago"
"John","“
Closed account, no reason. Trying to steal peoples cash during a crisis.
0 stars!
”","1","Posted 1 year ago"
"Anonymous","“
Unable to give zero stars. It appears many many other people have experienced the same as me, account closure with refusal to explain why.. I don't really care to be honest, these guys are jokers.. I'm sticking with Monzo - screw you Natwest you utter fools.
”","1","Posted 1 year ago"
"Anonymous","“
Was adviced by a Nat West personel in Taunton to use telephone banking. Waited an hour on the phone for a service. When I did speak to someone was told they were only dealing with fraud cases no other type of banking.
”","1","Posted 1 year ago"
"Craig Edwards","“
Utterly appalling service and incompetency.
I tried 3 times to move a direct debit payment for a NatWest loan from my NatWest account so that I could close the account. I sent off the required form to the Manchester address twice - no result. I then went into the branch at Covent Garden where they did the same - sending it via the normal post and ALSO through their internal mail system. No result - the payments were still debited from the NatWest account. I was told I could make a complaint from the Covent Garden Branch and stayed to do so, staying with the manager in his office waiting on the 'phone for almost 20 minutes. Unfortunately, the complaints team must have been very busy that day as we never got through to anyone. After 20 mins I had to go back to work but the manager kindly stayed on the 'phone to wait. He rang me later in the afternoon to say that he had got through but couldn't make a complaint as I had not been with him in the office at the time. The direct debit - almost a year after I first started to try to change it is still coming out of the NatWest account I wanted to leave. I also went into the Strand branch where they were less helpful - they said it was nothing to do with the branch and couldn't help although they did say they would try and call someone. I sat waiting in my lunch hour. The lady who went to call had still not returned after almost 15 minutes and I left.
Today, trying to help my mother who is elderly and has no online banking we spent an hour waiting for someone to answer the phone. A fortnight ago, mum went round and round the automated system before giving up trying to speak to someone.
At the present time, all phone helplines are of course very busy - but I have called the mortgage company, a loan company and a credit card company within the last few days - waiting a maximum of 15 minutes to speak to someone, and in 2 cases, considerably less.
NatWest - I don't believe you couldn't have arranged the direct debit to be taken from another bank, I don't believe you make a proper effort to provide easy access to telephone service with an agent - very important for those who are elderly.
I am very happy to be contacted about what I consider to be dirty tricks.
”","1","Posted 1 year ago"
"Anonymous","“
If review.co.uk allows zero rating, I will no doubt give zero to Natwest! Such a shame on once a glorious banking brand in the UK. NatWest stands for shitty service and carelessness. They don't care about you and the service is unbelievably painful and wrong. And it's taking 3 months to get processed.
I applied for a business bank account for my start-up company in December 2019, now is almost end of March and they came up with numerous reasons and demand for supporting documents that you won't understand. I gave a good indication of my business intends to do and had a very long and detailed conversation with one of their case handlers at the very beginning of the process. That same person is coming up with all sorts of requests every now and then. It's like pushing the last bit of toothpaste in the tube. Sooooooo s....l.......o.......w............ !
Because we work with overseas business to promote the best of British products and services, they scrutinise heavily on verifying our potential suppliers. This is a new business, it's not like we have been trading for a decade. And if your supplier isn't from an English speaking country or region, they told you they couldn't verify that company. It's like they expect all other country to issue business certificates in English even if it's not their official language.
Two months after my initial application, I finally went through the verification process. This case handler guy actually sent me an email saying no worries you will have the bank account opened in a few days. The bank is just going through some final steps. And we won't need anything else from you! bla-bla-bla. So I was rest assured that my account will finally be ready shortly. A real liar and total time-wasting idiot!
Guess what, a few days later. He sent me another email saying because you intend to do this, we need to see this document. I got really confused and if this is needed, why not inform me to go and prepare for this document. This is after 2 months, and you tell me I need to get another document. Didn't you say I don't need no more documents?? Din't I tell you what the business is all about? Why it never came to your peanut-sized brain that this document is required?
This bank deserves to go out of business. If customers don't mean anything to you, you don't deserve my any business!
I have been a Natwest customer for over 15 years. I just spent another 90mins listening to their stupid music trying to get through to the compliant team but guess what... no answer!
Good by Natwest! and Fxxk You! Enough is enough.
”","1","Posted 1 year ago"
"P Diddy","“
Liars
Spoke to d worst ever team disputes Natwest..an Emma is a liar..spoke to tl Ben...said refund this thus o and beholdnthu comes and another story comes up...liars they should all commit sudoku...escalatingbto civil courts as fso
”","1","Posted 1 year ago"
"LAK","“
I had what would have been a far more difficult phone call had it not been for Sam at Natwest. He was so kind, and empathetic and I felt so valued. I dont usually leave reviews as the potential for negative response is a daunting thing for me but Sam lifted such an enormous weight off my shoulders. I dont think I've ever had such customer service before, I certainly didnt deliver that level when I was customer facing.
”","5","Posted 1 year ago"
"Georgiana I.","“
Recently went into IVA and my bank natwest since i am using it since few years has decided to close my account just because people with IVA are no more usable , people with IVA are no more needed, people with IVA are no more normal people, is just not inaff that us people with IVA went into IVA forced of the circumstances and life is hard on us, also that the bank to put the cheery on top of the cake and make life more harder!! Thank you Natwest for your discrimination to make the difference between us and the rest of the people and to make it worse for not understanding our situation!
”","1","Posted 1 year ago"
"Matt C","“
I was very keen to transfer my mortgage over to NatWest Offset, unfortunately the so-called mortgage adviser couldn’t answer my very simple question, tell me how much my monthly payment would be or how much the product would cost. I then decided to call them and spend 30mins on hold and still nobody was capable of helping me ----- I would strongly suggest you train your staff on the products they are offering !!!!!!!
”","1","Posted 1 year ago"
"IAN DOWD","“
"WE ARE WHAT WE DO"
ALOW FRAUDSTERS TO OPEN AN ACCOUNT AND STEAL YOUR MONEY,AND NOT REFUND IT
”","1","Posted 1 year ago"
"Anonymous","“
Be aware,
Natwest is going to be in financial troubles soon, read the news on newspapers. Better take away your money from this disrupted bank. Thousand of complaints have been lodged against Natwest especially because miss use of customer’s funds. Basically with various excuses they retain and use your funds. As I see the FCA and Ombudsman are not protecting the customers rights and it’s very concerning. I had stolen from my account hundred of thousand of pounds from NatWest and they don’t give any explanation. I had to instruct a lawyer to act against them. This is theft !
”","1","Posted 1 year ago"
"Anonymous","“
I was living overseas, and both my wife and I had Natwest accounts. Natwest first demanded I provide information while refusing to say why but with the threat hey would close my account if I didn't give it to them. They refused to tell me where to send it saying it would be in an email that they didn't send, and when I rang the second time and they started again I hung up.
My complaints on the way the calls had gone only focused of course on the fact that I hung up, it ignored that I was practically begging them to tell me over the phone where to send what they wanted.
Natwest have a habit of that, listening and reading only as much as they want, with an attitude 'if you don't like it go to the ombudsman'.
They closed my account anyway, and made clear, they were under no obligation to say why!
My wife they just wrote and said they were closing her account, very sorry etc., but they also wouldn't say why. It was an account I was putting money into pay for her cancer treatment, I asked them not to, they ignored me completely and they did of course close it, and put the funds into some dormant account. She couldn't do anything with the cheque they sent because she had no other sterling account.
She passed away from the cancer, and since then it has been a battle with natwest all the way. First writing to advise them she died, which they simply acknowledged. Ringing them up, the person on the phone refused to tell me what to send to get the money that was in the dormant account back, but I could write to Bereavement Services (BS).
The BS department ignored every part of my letter and just sent me the same response I already had.
I rang them up about this, complained no one read my extensive letter, and I was then promised a cheque would be sent out.
I also at the same time complained.
When nothing arrived, I got back onto them yet again, only to be told now, I needed to get a Grant of Probate, in order to protect the customers funds. Err, that is the dead customer, whose funds were put into the account by me, from my own natwest account?!
I finally received an email telling me I needed to get a grant of probate.
Someone also rang me to discuss this, but by now, with natwest lying to me, refusing to tell me what was needed, lying to me again, when the person on the phone started with the usual garbage about recording the call for 'training and quality', I lost it, and hung up.
I emailed them asking for details of the money that was in the dormant account so I could get it back, but that was ignored.
I received then a letter that ignored most of my complaint, said they had no idea what happened, but I needed to get a grant of probate. They failed to tell me anything usefull that would be necessary to get that grant of probate.
I emailed again, and was ignored.
I made another complaint, which was in December, and I've only received the response now 8 weeks later 18 February, telling me I hung up them so it was my fault I didn't receive information.
However, finally, after 4 months of constantly contacting this bank, I finally have the information I need to do what the bank demands I must do in order to get my own money back!
Oh, they also said, where I complained about their response to the first complaint, they 'think it was fair'.
Yeah, I'm sure they do.
There are so many reviews of how this bank behaves towards customers, this approach that I have dealt with seems now deliberate policy.
I would hope the ombudsman does something, and yes I have made a complaint, but I don't hold my hopes too high that this arrogant bank will be brought to heal.
If you have an account, I really recommend moving to somewhere else.
”","1","Posted 1 year ago"
"Vasile Leonte","“
I lost £743.84 with this bank in very short time since the account was opened, for nothing nothing.
I tried to purchase IPHONE XS MAX from eBay but no chance from a seller without any review wrong description and he sended rubbish in the parcel to get confused .
He sended with tracking nr and certificate of postage to showing the parcel has been received and do not get the money back the seller rwide fake statement to the bank .
1. I was headed
2. Seller He provided fake reference nr basically is from actionfraud not from police and actionfraud and police they never dealing with eBay
The parcel has been received by someone else I have proof, I sended all evidence to bank with they what requested and to eBay and Paypal and to tried to fight to get my money back by I don’t know what can I do...
eBay they sended via email a fake document to going to police station to get a reference nr and police they said to me this is not valid document recognized by the gurvement and by any enforcement law so they can’t do nothing, exactly the same was happened with PayPal .
I have no resources to fight because I don’t know how to dealing with this
And the bank they closed this dispute and the seller received the money for free ,from me and the phone as well.
I never never had any dispute with any bank this is the first dispute with these impostors.
Proof the parcel was received on day delivery by someone else according Royal Mail website tracking it showing different person no me.
I was at work on that day
Caution !!!
Please please do not try to open any any account at these scammers.
They have zero zero reputation on trustpilot.com and on many many websites if your transactions getting worse and you open dispute you 1000% they will find something to be legally do not get your money back.
Here you can see many people give to the bank very bad review that means I’m not lied.
So please stay away from these impostors.
”","1","Posted 1 year ago"
"Vasile Leonte","“
I lost £743.84 with this bank in very short time since the account was opened, for nothing nothing.
I tried to purchase IPHONE XS MAX from eBay but no chance from a seller without any review wrong description and he sended rubbish in the parcel to get confused .
He sended with tracking nr and certificate of postage to showing the parcel has been received by signed by someone else (proof) and do not get the money back the seller rwide fake statement to the bank .
1. I was headed
2. Seller He provided fake reference nr basically is from actionfraud not from police and actionfraud and police they never dealing with eBay
The parcel has been received by someone else I have proof, I sended all evidence to bank with they what requested and to eBay and Paypal and to tried to fight to get my money back by I don’t know what can I do...
eBay they sended via email a fake document to going to police station to get a reference nr and police they said to me this is not valid document recognized by the gurvement and by any enforcement law so they can’t do nothing, exactly the same was happened with PayPal .
I have no resources to fight because I don’t know how to dealing with this
And the bank they closed this dispute and the seller received the money for free ,from me and the phone as well.
I never never had any dispute with any bank this is the first dispute with these impostors.
Caution !!!
Please please do not try to open any any account at these scammers.
They have zero zero reputation on trustpilot.com and on many many websites if your transactions getting worse and you open dispute you 1000% they will find something to be legally do not get your money back.
Here you can see many people give to the bank very bad review that means I’m not lied.
So please stay away from these impostors.
”","1","Posted 1 year ago"
"Announymus","“
Worst bank .they put my account on stop with no reason. I have tried to contact them but they refuse to talk to us. If someone has experinced something like taking the account on stop please let us know what did you do.
Thanks
”","1","Posted 1 year ago"
"Anonymous","“
This is the worst bank in the UK! AVOID AT ANY COST
”","1","Posted 1 year ago"
"Anonymous","“
I have been living ina property in Nottingham for 12 months. I receive mail addressed to previous residents and always return to sender - gone away- and put it back in the post.
I have received multiple letters sent from "Your Business Profile' to someone whose name is unknown to me. I have returned so many identically addressed letters, that I can't now remember the exact number - 7 or 8, perhaps. The last 2 I returned with 'Deceased" and "Never lived here'.. I got another one this monring and opened it, as I think that it to see if there was a simple way of getting their system updated.
It's from Natwest Bank. They should know better. Their systems should be able to deal with something like this, simply and quickly. My way of delaing with this - simply and quickly - is to post the letter here and leave a poor review. Any more letters get shredded.
”","1","Posted 1 year ago"
"Anonymous","“
Just looking for a lawyer in Watford specialised in banking law, I have been robbed by
Natwest for hundred of thousand of pounds. My money disappeared and Natwest doesn’t give explanations about where my funds have gone
”","1","Posted 1 year ago"
"Anonymous","“
Liars. Thief’s. Incompetent. For a start. Moronic staff. They don’t understand computers or economics. Working with fiction. Money. Make too many mistakes and their app doesn’t work properly. Rude staff. Account closed. Cash only island
”","1","Posted 1 year ago"
"Anonymous","“
I've banked with natwest for 16 years but am looking at moving banks now. Last year Natwest have closed alot of stores but the biggest problem is their lack of customer service. The last straw is Natwest refusing to send out my new card to my address and insisting it goes to the bank. 8 working days later 11 days altogether and I'm having to drop in every day to be told its not here. No access to my own account or money for 11 days is unacceptable. Cards should be printed and sent out next day if needed as people desperately need them.
”","1","Posted 1 year ago"
"Gary S","“
Tried to open a simple current account with no overdraft facility. Was asked for all kinds of totally unrelated personnel data. After an hour the process was still not completed, so I decided not to continue.
”","1","Posted 1 year ago"
"Anonymous","“
I have been victim of fraud by Natwest Bank PLC and misappropriation of funds. They hide themselves behind their terms and conditions but in no one point of it there is that they can retain my savings and my pension without any reason, this is theft. Stay away from Natwest bank, Lot of cases of financial abuses and misappropriation of funds have been declared against this bank.
”","1","Posted 1 year ago"
"NOTwest","“
Horrendous, i cant even tell you how incompetant and useless and rude they are. Was getting the greenlight for a mortgage, had it in principle, all was well with the lovely staff member i was dealing with, was put through to another girl on the phone who discovered my female partner was infact my other half and not my daughter and all went down hill from there, suddenly i didnt meet criteria, nor did she, and later was advised to go to another bank. Not only that last year it took me 5 MONTHS to open an acct with them because they kept losing all my information. Avoid at all cost. 17 years loyal customer..this is the thanks i get.
”","1","Posted 1 year ago"
"Igor","“
Absolutely bureaucratic and an pleasant
bank to deal with.
”","1","Posted 1 year ago"
"James","“
I spent some time in Northern Ireland and came away with two hundred NI pounds. Google claimed I could exchange them for BofE pounds at any bank. Stopped at a Lloyd’s Bank where I was told that without an account, they wouldn’t do the exchange and that probably no other bank would either. A few minutes later, on a whim, I stepped into a Natwest branch. “If there’s enough money in the top of the till, we’ll do it for you.” There was and they did. I was just a tourist off the street, and they were very kind. If I need a UK account in future, that’s where I’ll go.
”","5","Posted 1 year ago"
"Anonymous","“
Very poor service, enough staff on but will only open one till......wait so far is in excess of 15 mins
”","1","Posted 1 year ago"
"BRIAN GEORGE","“
This Bank is the worst Bank i have ever dealt with. They recently wanted to do a Business profile review and they sent three letters to the wrong address, they then froze our account and caused chaos! They contine to this day 8 weeks on harrass and intimidated us on almost a daily basis. You send them the info they need and they just come back asking more and more questions. It has got to the stage where the harrassment is affecting my health. I have filed a complaint with the bank and with the financial onbudsmen and am awaiting a reply.
If anyone reading this is thinking of opening a Business Account with Nat West then please DON'T there are the absolute parasites and pondlife of the banking world!
”","1","Posted 1 year ago"
"Will Never Be A Natwest Customer Again Thank Goodness","“
I was living overseas, with my wife, and we were both Natwest customers. I had my pay going into the account. Natwest first demanded from me proof of ID and proof of address, then gave me the run around when I asked why, at first repeating the blather of 'important to have an up to date profile of you', and when I challenged why, they cited legal and regulatory reasons, which they then said they had 'no obligation to disclose'. Made it clear though it was my 'choice' whether I gave them anything, but if I didn't they might consider closing my account.
To send anything though, well they failed to provide any address to send anything to when I specifically requested it, said it would come in an email which it didn't, instead I got a useless email asking me to contact them again, and then when I did we went into the death spiral of them again with the same stupid blather as previously.
Eventually I hung up, and wrote a complaint, to which Natwest staff said I had refused to speak to them, which is a complete lie. They refused to provide me with anything when i repeatedly asked for it!
So I got a certified copy of my passport and ID, sent it to them and they then closed my account for reasons they were 'not obliged to disclose'.
For why wife, for whom I had been putting money into her account to pay for cancer treatment where we lived, they just closed her account with 'so sorry' that might convince a lawyer but no one else. I asked them to reconsider due to my wife's circumstances, but they completely ignored all correspondence. She had only been a customer for I think 25 years so obviously not an important one.
As she could barely speak, could barely walk, she couldn't do anything they wanted to transfer the balance of funds, so they helpfully sent a Sterling cheque when now she had no bank account anywhere.
Fast forward, she passed away, from Stage 4 cancer. I wrote to Natwest, and said she has died, could I have the balance of funds, so they helpfully acknowledged and said her account was closed.
Rang them up, said what I had written about but they had no records of any letter, even the reference I cited was unknown. The 'bereavement team' refused to do anything to help, wouldn't write to me, wouldn't give an email address, I had to write to them first. So I did, got a certified copy of the death certificate (I was the notifier on the death certificate and clearly stated as the husband), my ID, and proof of address. Again, a letter weeks later confirming my wife's account had closed, ignoring everything else.
At this point, rang again, and spent 30 minutes in a call, mostly on hold, to go through every point all over again!
Still waiting for that cheque....
I have complained about all this latest drama, but they haven't acknowledged the complaint, so when I go to complain again I can't even give them a reference because it seems they have ignored it.
You also can't complain to the banking ombudsman about the way they behave unless you get them to acknowledge the complaints process is exhausted, so if the ignore you completely they have it sewn up.
If Natwest were any other business, they would be in serious trouble.
I will certainly never go near them again.
”","1","Posted 1 year ago"
"The Inspector","“
After neraly five decades of incompetence, this shower will no doubt relsih my departure. I have encountered the following: ever-reducing interest rates, unwarranted retention of my card, dysfunctional passcode information etc. I could write a book about its problems
”","1","Posted 1 year ago"
"Anonymous","“
I no longer trust them. My available funds always seem to be unreasonably low even when I 'm not spending a whole lot of money. Online banking is a joke. Security is completely beyond frustrating and I am constantly having bad experiences with Natwest. It says a lot when I don't even trust the bank that I'm with. I will probably be switching soon.
”","1","Posted 1 year ago"
"Anonymous","“
I walked in to open a new account the man
The took my phone number ONLY! and then I was told to wait for max for 40 min
I sat there for 1 and half
Went to speak with someone And they said I'm NOT on the queue system!!! Or maybe you were called but you didn't answer!
So I said ok what I'm going to do now?
The Lady I was speaking to said we would have to book in.
Like for real, I was there for a whole an hour and a half And they didn't even try to do something about plus the man I spoke to first was rude
The worst experience
A HORRIBLE BANK
”","1","Posted 2 years ago"
"Mark","“
Rubbish service
”","1","Posted 2 years ago"
